album,release_date,track_name,track_num,artist,duration_ms,popularity
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Epiphany,19,"Josh Groban, Annaleigh Ashford, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",187854,38
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,A Little Priest,20,"Josh Groban, Annaleigh Ashford, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",465945,38
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,"God, That's Good!",21,"Gaten Matarazzo, Annaleigh Ashford, Josh Groban, Sweeney Todd 2023 Broadway Company, Stephen Sondheim",399563,34
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Johanna (Act 2 Sequence),22,"Josh Groban, Jordan Fisher, Maria Bilbao, Ruthie Ann Miles, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",320091,36
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,By the Sea,23,"Annaleigh Ashford, Josh Groban, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",216159,37
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,The Letter,24,"Stephen Tewksbury, Jonathan Christopher, Alicia Kaori, Kristie Dale Sanders, Daniel Torres, Josh Groban, Stephen Sondheim",95386,29
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Not While I'm Around,25,"Gaten Matarazzo, Annaleigh Ashford, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",206584,35
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Parlor Song,26,"John Rapson, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",62002,28
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,City on Fire!,27,"Josh Groban, Annaleigh Ashford, Ruthie Ann Miles, Maria Bilbao, Sweeney Todd 2023 Broadway Company, Stephen Sondheim",126726,32
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Searching,28,"Josh Groban, Ruthie Ann Miles, Maria Bilbao, Jordan Fisher, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",166704,29
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,The Judge's Return,29,"Josh Groban, Jamie Jackson, Sweeney Todd 2023 Broadway Company, Stephen Sondheim",199943,29
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Final Scene,30,"Josh Groban, Annaleigh Ashford, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",125196,31
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,The Barber and His Wife (Reprise),31,"Josh Groban, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",106663,28
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,The Ballad of Sweeney Todd (Finale),32,"Josh Groban, Annaleigh Ashford, Jordan Fisher, Maria Bilbao, Nicholas Christopher, Gaten Matarazzo, John Rapson, Jamie Jackson, Ruthie Ann Miles, Sweeney Todd 2023 Broadway Company, Stephen Sondheim",186385,32
The Music Man (Original Broadway Cast),1958-01-01,Overture/Rock Island,1,Vern Reed,329493,24
The Music Man (Original Broadway Cast),1958-01-01,Iowa Stubborn,2,The Original Broadway Cast Of The Music Man,119106,23
The Music Man (Original Broadway Cast),1958-01-01,Ya Got Trouble,3,Robert Preston,227666,31
The Music Man (Original Broadway Cast),1958-01-01,Piano Lesson,4,"Barbara Cook, Pert Kelton",116666,22
The Music Man (Original Broadway Cast),1958-01-01,Goodnight My Someone,5,Barbara Cook,165360,27
The Music Man (Original Broadway Cast),1958-01-01,Seventy Six Trombones,6,"Robert Preston, The Original Broadway Cast Of The Music Man",181400,31
The Music Man (Original Broadway Cast),1958-01-01,Sincere,7,The Buffalo Bills,99440,21
The Music Man (Original Broadway Cast),1958-01-01,The Sadder-But-Wiser Girl For Me,8,Robert Preston,101533,23
The Music Man (Original Broadway Cast),1958-01-01,"Pick-A-Little, Talk-A-Little/Goodnight Ladies",9,"Adnia Rice, Peggy Mondo, Elaine Swann, Helen Raymond, Robert Flynn, The Buffalo Bills, Robert Preston",116466,24
The Music Man (Original Broadway Cast),1958-01-01,Marian The Librarian,10,Robert Preston,164360,24
The Music Man (Original Broadway Cast),1958-01-01,My White Knight,11,Barbara Cook,182040,22
The Music Man (Original Broadway Cast),1958-01-01,Wells Fargo Wagon,12,"Eddie Hodges, The Original Broadway Cast Of The Music Man",132893,23
The Music Man (Original Broadway Cast),1958-01-01,It's You,13,The Buffalo Bills,84640,20
The Music Man (Original Broadway Cast),1958-01-01,Shipoopi,14,"Iggie Wolfington, The Original Broadway Cast Of The Music Man",131626,25
The Music Man (Original Broadway Cast),1958-01-01,Lida Rose/Will I Ever Tell You,15,"The Buffalo Bills, Barbara Cook",256306,24
The Music Man (Original Broadway Cast),1958-01-01,"Gary, Indiana",16,Eddie Hodges,85800,21
The Music Man (Original Broadway Cast),1958-01-01,Till There Was You,17,"Barbara Cook, Robert Preston",165693,29
The Music Man (Original Broadway Cast),1958-01-01,Finale,18,"Robert Preston, Barbara Cook, The Original Broadway Cast Of The Music Man",137173,18
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,Runyonland,1,"Guys and Dolls Orchestra (1992), Edward Strauss",177000,24
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,Fugue for Tinhorns,2,"Walter Bobbie, J.K. Simmons, Timothy Shew",87026,29
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,Follow the Fold,3,"Josie de Guzman, John Carpenter, Eleanor Glockner, Leslie Feagan, Victoria Clark",76626,23
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,The Oldest Established,4,"Nathan Lane, Walter Bobbie, J.K. Simmons, Guys and Dolls Ensemble (1992)",154506,28
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,I'll Know,5,"Josie de Guzman, Peter Gallagher",295973,26
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,A Bushel and a Peck,6,"Faith Prince, Tina Marie DeLeone, Denise Faye, JoAnn M. Hunter, Nancy Lemenager, Greta Martin, Pascale Faye",188093,27
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,Adelaide's Lament,7,Faith Prince,220000,31
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,Guys and Dolls,8,"Walter Bobbie, J.K. Simmons",178226,30
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,Havana,9,Guys and Dolls Ensemble (1992),239866,21
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,If I Were a Bell,10,"Josie de Guzman, Peter Gallagher",151573,29
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,My Time of Day,11,Peter Gallagher,120000,23
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,I've Never Been in Love Before,12,"Josie de Guzman, Peter Gallagher",126506,29
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,Entr'acte / Take Back Your Mink,13,"Faith Prince, Tina Marie DeLeone, Denise Faye, JoAnn M. Hunter, Nancy Lemenager, Greta Martin, Pascale Faye",320200,22
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,Adelaide's Lament (Reprise),14,Faith Prince,86973,19
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,More I Cannot Wish You,15,John Carpenter,138133,20
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,The Crapshooters' Dance,16,"Peter Gallagher, Walter Bobbie, Guys and Dolls Orchestra (1992), Edward Strauss",201493,20
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,Luck Be a Lady,17,"Peter Gallagher, Guys and Dolls Ensemble (1992)",182466,35
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,Sue Me,18,"Faith Prince, Nathan Lane",170106,27
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,"Sit Down, You're Rockin' the Boat",19,"Walter Bobbie, Guys and Dolls Ensemble (1992)",177133,36
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,Marry the Man Today,20,"Faith Prince, Josie de Guzman",155706,28
Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,Guys and Dolls (Reprise),21,"Guys and Dolls Orchestra (1992), Edward Strauss",70626,22
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,Omigod You Guys,1,"Annaleigh Ashford, Delta Nus, Dequina Moore, Laura Bell Bundy, Leslie Kritzer",346813,50
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,Serious,2,"Laura Bell Bundy, Richard H. Blake",193146,44
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,What You Want,3,"Annaleigh Ashford, Dequina Moore, Kate Wetherhead, Laura Bell Bundy, Leslie Kritzer",487893,46
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,The Harvard Variations,4,"Christian Borle, 'Legally Blonde' Ensemble, Manuel Herrera, Natalie Joy Johnson, Noah Weisberg",157973,40
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,Blood in the Water,5,"'Legally Blonde' Ensemble, Michael Rupert",289960,42
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,Positive,6,"Annaleigh Ashford, Dequina Moore, 'Legally Blonde' Greek Chorus, Laura Bell Bundy, Leslie Kritzer",192626,44
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,Ireland,7,Orfeh,194693,41
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,Ireland - Reprise,8,Orfeh,55453,37
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,Serious - Reprise,9,"Laura Bell Bundy, Richard H. Blake",56226,36
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,Chip on My Shoulder,10,"Christian Borle, 'Legally Blonde' Greek Chorus, Laura Bell Bundy, 'Legally Blonde' Ensemble",530933,45
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,So Much Better,11,"Laura Bell Bundy, 'Legally Blonde' Ensemble",209226,50
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,Whipped into Shape,12,"'Legally Blonde' Ensemble, Michael Rupert, Nikki Snelson",260839,46
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,Take It Like a Man,13,"Christian Borle, Laura Bell Bundy",253146,42
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,Bend and Snap,14,"Annaleigh Ashford, Dequina Moore, Laura Bell Bundy, 'Legally Blonde' Ensemble, Leslie Kritzer, Orfeh",200520,46
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,There! Right There!,15,"Amber Efe, Kate Shindle, Laura Bell Bundy, 'Legally Blonde' Ensemble, Manuel Herrera, Matthew Risch",207026,51
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,Legally Blonde,16,"Christian Borle, Laura Bell Bundy",210000,45
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,Legally Blonde - Remix,17,"Kate Shindle, Laura Bell Bundy, 'Legally Blonde' Ensemble, Natalie Joy Johnson",299240,43
Legally Blonde The Musical (Original Broadway Cast Recording),2007-07-16,Find My Way / Finale,18,"Laura Bell Bundy, Orfeh, 'Legally Blonde' Ensemble",303413,38
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,Opening: I Hope I Get It,1,"Marvin Hamlisch, A Chorus Line Ensemble, Don Pippin",298613,29
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,I Can Do That,2,"Marvin Hamlisch, Wayne Cilento, Don Pippin",93640,23
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,At the Ballet,3,"Marvin Hamlisch, Carole Bishop, Nancy Lane, Kay Cole, Don Pippin",354173,26
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,Sing!,4,"Marvin Hamlisch, Renee Baughman, Don Percassi, Don Pippin",113493,21
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,"Montage (In Three Parts): Montage Part 1: Hello Twelve, Hello Thirteen, Hello Love",5,"Marvin Hamlisch, A Chorus Line Ensemble, Don Pippin",147053,20
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,Montage (In Three Parts): Montage Part 2: Mother,6,"Marvin Hamlisch, A Chorus Line Ensemble, Don Pippin",161906,19
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,Montage (In Three Parts): Montage Part 3: Gimme The Ball,7,"Marvin Hamlisch, A Chorus Line Ensemble, Don Pippin",247640,19
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,Nothing,8,"Marvin Hamlisch, Priscilla Lopez, Don Pippin",259946,28
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,Dance: Ten; Looks: Three,9,"Marvin Hamlisch, Pamela Blair, Don Pippin",171840,24
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,The Music and the Mirror,10,"Marvin Hamlisch, Donna McKechnie, Don Pippin",398493,21
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,One,11,"Marvin Hamlisch, A Chorus Line Ensemble, Don Pippin",286533,28
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,What I Did for Love,12,"Marvin Hamlisch, Priscilla Lopez, A Chorus Line Ensemble, Don Pippin",226360,31
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,One (Reprise) / Finale,13,"Marvin Hamlisch, A Chorus Line Ensemble, Don Pippin",304226,25
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,It's All in Here (Bonus Track),14,"Marvin Hamlisch, Edward Kleban",372333,8
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,I Can Do That (Bonus Track),15,"Marvin Hamlisch, Edward Kleban",102746,6
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,At the Ballet (Bonus Track),16,Marvin Hamlisch,328360,6
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,Sing! (Bonus Track),17,"Marvin Hamlisch, Edward Kleban",148560,5
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,Joanne (Bonus Track),18,"Marvin Hamlisch, Edward Kleban",59986,5
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,Shoes (Bonus Track),19,"Marvin Hamlisch, Edward Kleban",203013,5
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,One (Bonus Track),20,"Marvin Hamlisch, Edward Kleban",251893,7
A Chorus Line - 40th Anniversary Celebration (Original Broadway Cast Recording),2015-10-23,Finale Ballad (What I Did For Love) [Bonus Track],21,"Marvin Hamlisch, Edward Kleban",162080,5
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,Ex-Wives,1,SIX,399319,49
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,Ex-Wives - Reprise,2,SIX,45283,44
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,"""But there's only one you need to hear from tonight...""",3,"SIX, Adrianna Hicks",87933,44
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,No Way,4,"SIX, Adrianna Hicks",251911,47
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,The One You've Been Waiting For,5,SIX,66517,45
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,Don't Lose Ur Head,6,"SIX, Andrea Macasaet",291286,51
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,Heart of Stone,7,"SIX, Abby Mueller",338850,45
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,"""Now, seeing as Henry was running out of women to marry in England...""",8,"SIX, Brittney Mack",47701,42
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,Haus of Holbein,9,SIX,138270,46
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,"""So I guess you already know what happened next...""",10,"SIX, Brittney Mack",72978,42
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,Get Down,11,"SIX, Brittney Mack",283790,46
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,All You Wanna Do,12,"SIX, Samantha Pauly",462068,49
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,I Don't Need Your Love,13,"SIX, Anna Uzele",281527,43
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,I Don't Need Your Love - Remix,14,"SIX, Anna Uzele",131237,42
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,SIX,15,SIX,294005,46
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,The MegaSIX,16,SIX,168129,48
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,Playout,17,"SIX, The Ladies In Waiting",51845,38
SIX: LIVE ON OPENING NIGHT (Original Broadway Cast Recording),2022-05-06,Heart of Stone - Alternates Version,18,"SIX, Keirsten Nicole Hodgens, Nicole Kyoung-Mi Lambert, Courtney Mack, Mallory Maedke",322882,38
21 Chump Street - The Musical,2014-06-19,What the Heck I Gotta Do,1,"Lin-Manuel Miranda, Lindsay Mendez, Anthony Ramos, Alex Boniello, Gerard Canonico, Antwaun Holley, Original Radio Cast",217013,45
21 Chump Street - The Musical,2014-06-19,One School,2,"Lin-Manuel Miranda, Lindsay Mendez, Anthony Ramos, Alex Boniello, Gerard Canonico, Antwaun Holley, Original Radio Cast",167546,34
21 Chump Street - The Musical,2014-06-19,Cousin,3,"Lin-Manuel Miranda, Lindsay Mendez, Anthony Ramos, Alex Boniello, Gerard Canonico, Antwaun Holley, Original Radio Cast",139400,41
21 Chump Street - The Musical,2014-06-19,The Money,4,"Lin-Manuel Miranda, Lindsay Mendez, Anthony Ramos, Alex Boniello, Gerard Canonico, Antwaun Holley, Original Radio Cast",119573,38
21 Chump Street - The Musical,2014-06-19,Epilogue,5,"Lin-Manuel Miranda, Lindsay Mendez, Anthony Ramos, Alex Boniello, Gerard Canonico, Antwaun Holley, Original Radio Cast",186160,32
Broadway,2018-06-01,Oh! What A Beautiful Mornin',1,Alfred Drake,152000,6
Broadway,2018-06-01,I Don't Know How To Love Him,2,Yvonne Elliman,208466,6
Broadway,2018-06-01,There's No Business Like Show Business,3,Vivian Blaine,156280,5
Broadway,2018-06-01,Try To Remember,4,Jerry Orbach,192106,5
Broadway,2018-06-01,Don't Cry For Me Argentina,5,Patti LuPone,320266,29
Broadway,2018-06-01,Mamma Mia,6,"Siobhan McCarthy, Nicolas Colicos, Paul Clarkson, Hilton McRae",201066,6
Broadway,2018-06-01,Diamonds Are A Girl's Best Friend,7,Carol Channing,246986,5
Broadway,2018-06-01,"If I Loved You - From ""Carousel""",8,"Jan Clayton, John Raitt",261239,6
Broadway,2018-06-01,"South American Way - From ""Streets Of Paris""",9,Carmen Miranda,171786,3
Broadway,2018-06-01,I Love Her But She Loves Someone Else,10,Sting,221946,4
Broadway,2018-06-01,"I'm Not That Girl - From ""Wicked"" Original Broadway Cast Recording/2003",11,Idina Menzel,178760,4
Broadway,2018-06-01,Ease On Down The Road,12,Diana Ross,229893,4
Broadway,2018-06-01,What's New Pussycat?,13,Tom Jones,123706,4
Broadway,2018-06-01,The Sound Of Music - Live,14,"André Rieu, Suzan Erens",275453,4
Broadway,2018-06-01,Cabaret,15,Liza Minnelli,213133,10
Broadway,2018-06-01,"His Name Is Lancelot - Original Broadway Cast Recording: ""Spamalot""",16,"Hank Azaria, David Hyde Pierce, Christopher Sieber, Christian Borle, Ensemble",131533,3
Broadway,2018-06-01,"Mozart: Le nozze di Figaro, K.492 - Original version, Vienna 1786 - Act 4: ""Contessa, perdono ... Ah tutti contenti""",17,"Academy of St. Martin in the Fields, Ambrosian Opera Chorus, Lucia Popp, Barbara Hendricks, José van Dam, Agnes Baltsa, Felicity Palmer, Aldo Baldin, Neil Jenkins, Robert Lloyd, Donald Maxwell, Cathryn Pope, Catherine Denley, John Constable, Ruggero Raimondi",215600,4
Broadway,2018-06-01,Another Day,18,"Daphne Rubin-Vega, Adam Pascal",284333,3
Broadway,2018-06-01,Greased Lightnin',19,"John Travolta, Jeff Conaway",194466,43
Broadway,2018-06-01,They Say It's Wonderful,20,"Ethel Merman, Ray Middleton",183346,1
Broadway,2018-06-01,I Love Paris,21,Nelson Riddle,152426,2
Broadway,2018-06-01,You Will Not Touch Him - Live,22,"Miss Saigon Original Cast, Eva Noblezada, Kwang-Ho Hong",214506,2
Broadway,2018-06-01,What's The Buzz,23,"Ted Neeley, Yvonne Elliman",153333,2
Broadway,2018-06-01,Mame,24,Louis Armstrong,140560,2
Broadway,2018-06-01,Anything Goes,25,Ella Fitzgerald,200533,3
Broadway,2018-06-01,Finale,26,"Walter Matthau, Barbra Streisand, Michael Crawford, Company",259040,2
Broadway,2018-06-01,Memory,27,"Andrew Lloyd Webber, ""Cats"" 1981 Original London Cast, Elaine Paige",315626,4
Broadway,2018-06-01,The Girl That I Marry,28,"Annie Get Your Gun - 1999 Broadway Cast, Bernadette Peters, Tom Wopat",145933,1
Broadway,2018-06-01,They're Playing Our Song (The Bows),29,"Lucie Arnaz, Robert Klein, Brooks Arthur, Bob Merritt",80080,4
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,Welcome To The Moulin Rouge!,1,"Danny Burstein, Jacqueline B. Arnold, Robyn Hurder, Holly James, Jeigh Madjus, Tam Mutu, Aaron Tveit, Sahr Ngaujah, Ricky Rojas, Original Broadway Cast of Moulin Rouge! The Musical",460560,47
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,Truth Beauty Freedom Love,2,"Sahr Ngaujah, Ricky Rojas, Aaron Tveit, Original Broadway Cast of Moulin Rouge! The Musical",174266,43
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,The Sparkling Diamond,3,"Danny Burstein, Karen Olivo, Jacqueline B. Arnold, Original Broadway Cast of Moulin Rouge! The Musical, Robyn Hurder, Holly James, Jeigh Madjus, Tam Mutu, Aaron Tveit, Sahr Ngaujah, Ricky Rojas",278946,44
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,Shut Up And Raise Your Glass,4,"Aaron Tveit, Karen Olivo, Sahr Ngaujah, Ricky Rojas, Original Broadway Cast of Moulin Rouge! The Musical",162093,46
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,Firework,5,"Karen Olivo, Original Broadway Cast of Moulin Rouge! The Musical",163773,42
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,Your Song,6,"Aaron Tveit, Karen Olivo, Original Broadway Cast of Moulin Rouge! The Musical",188693,44
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,So Exciting! (The Pitch Song),7,"Tam Mutu, Aaron Tveit, Karen Olivo, Danny Burstein, Sahr Ngaujah, Ricky Rojas, Original Broadway Cast of Moulin Rouge! The Musical",208053,41
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,Sympathy For The Duke,8,"Tam Mutu, Karen Olivo, Original Broadway Cast of Moulin Rouge! The Musical",149226,40
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,Nature Boy,9,"Sahr Ngaujah, Aaron Tveit, Original Broadway Cast of Moulin Rouge! The Musical",159040,39
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,Elephant Love Medley,10,"Aaron Tveit, Karen Olivo, Original Broadway Cast of Moulin Rouge! The Musical",325293,46
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,Backstage Romance,11,"Ricky Rojas, Robyn Hurder, Original Broadway Cast of Moulin Rouge! The Musical",322880,48
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,Come What May,12,"Aaron Tveit, Karen Olivo, Original Broadway Cast of Moulin Rouge! The Musical",196893,44
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,Only Girl In A Material World,13,"Tam Mutu, Karen Olivo, Original Broadway Cast of Moulin Rouge! The Musical",180480,41
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,Chandelier,14,"Danny Burstein, Ricky Rojas, Sahr Ngaujah, Aaron Tveit, Jacqueline B. Arnold, Holly James, Jeigh Madjus, Original Broadway Cast of Moulin Rouge! The Musical",185693,43
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,El Tango De Roxanne,15,"Aaron Tveit, Danny Burstein, Original Broadway Cast of Moulin Rouge! The Musical, Ricky Rojas, Sahr Ngaujah, Jacqueline B. Arnold, Holly James, Jeigh Madjus",217280,50
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,Crazy Rolling,16,"Aaron Tveit, Karen Olivo, Original Broadway Cast of Moulin Rouge! The Musical",313933,44
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,Your Song Reprise,17,"Karen Olivo, Sahr Ngaujah, Aaron Tveit, Original Broadway Cast of Moulin Rouge! The Musical",158133,39
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,Finale (Come What May),18,"Aaron Tveit, Original Broadway Cast of Moulin Rouge! The Musical",163373,39
Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,More More More! (Encore),19,"Danny Burstein, Jacqueline B. Arnold, Robyn Hurder, Holly James, Jeigh Madjus, Ricky Rojas, Tam Mutu, Sahr Ngaujah, Original Broadway Cast of Moulin Rouge! The Musical",233186,41
Into the Woods (Original Broadway Cast Recording),1988,Prologue: Into The Woods,1,Original Broadway Cast of Into the Woods,718600,35
Into the Woods (Original Broadway Cast Recording),1988,Cinderella At The Grave,2,"Kim Crosby, Merle Louise, Original Broadway Cast of Into the Woods",73200,28
Into the Woods (Original Broadway Cast Recording),1988,"Hello, Little Girl",3,"Robert Westenberg, Danielle Ferland, Original Broadway Cast of Into the Woods",153613,29
Into the Woods (Original Broadway Cast Recording),1988,I Guess This Is Goodbye / Maybe They're Magic,4,"Ben Wright, Joanna Gleason, Chip Zien, Original Broadway Cast of Into the Woods",123760,28
Into the Woods (Original Broadway Cast Recording),1988,I Know Things Now,5,"Danielle Ferland, Original Broadway Cast of Into the Woods",108786,31
Into the Woods (Original Broadway Cast Recording),1988,A Very Nice Prince / First Midnight / Giants in the Sky,6,"Ben Wright, Into the Woods Ensemble, Joanna Gleason, Kim Crosby, Original Broadway Cast of Into the Woods",320346,30
Into the Woods (Original Broadway Cast Recording),1988,Agony,7,"Robert Westenberg, Chuck Wagner, Original Broadway Cast of Into the Woods",147906,33
Into the Woods (Original Broadway Cast Recording),1988,It Takes Two,8,"Joanna Gleason, Chip Zien, Original Broadway Cast of Into the Woods",168813,30
Into the Woods (Original Broadway Cast Recording),1988,Stay With Me,9,"Bernadette Peters, Pamela Winslow, Original Broadway Cast of Into the Woods",161986,29
Into the Woods (Original Broadway Cast Recording),1988,On The Steps Of The Palace,10,"Kim Crosby, Original Broadway Cast of Into the Woods",154813,30
