album,release_date,track_name,track_num,artist,duration_ms,popularity
Newsies (Original Broadway Cast Recording),2012-04-10,King Of New York,11,"Ben Fankhauser, Kara Lindsay, Lewis Grosso, Newsies Original Broadway Cast",249275,47
Newsies (Original Broadway Cast Recording),2012-04-10,Watch What Happens (Reprise),12,"Ben Fankhauser, Jeremy Jordan, Kara Lindsay, Lewis Grosso",113065,41
Newsies (Original Broadway Cast Recording),2012-04-10,The Bottom Line (Reprise),13,"John Dossett, John E. Brady, Mark Aldrich",57923,35
Newsies (Original Broadway Cast Recording),2012-04-10,Brooklyn's Here,14,"Newsies Original Broadway Cast, Tommy Bracco",113473,42
Newsies (Original Broadway Cast Recording),2012-04-10,Something To Believe In,15,"Jeremy Jordan, Kara Lindsay",211704,42
Newsies (Original Broadway Cast Recording),2012-04-10,Once And For All,16,"Alan Menken, Jack Feldman, Jeremy Jordan, Ben Fankhauser, Kara Lindsay, Ryan Breslin, Newsies Original Broadway Cast",241311,44
Newsies (Original Broadway Cast Recording),2012-04-10,Finale,17,"Jeremy Jordan, Newsies Original Broadway Cast",154738,37
Newsies (Original Broadway Cast Recording),2012-04-10,Santa Fe - Bonus Track,18,"Alan Menken, Jeremy Jordan",122896,32
Newsies (Original Broadway Cast Recording),2012-04-10,Seize The Day (Full Song With Dance Break) - Bonus Track,19,"Ben Fankhauser, Jeremy Jordan, Newsies Original Broadway Cast",399769,33
Newsies (Original Broadway Cast Recording),2012-04-10,King Of New York (Full Song With Dance Break) - Bonus Track,20,"Ryan Breslin, Kara Lindsay, Newsies Original Broadway Cast",295849,33
Hamilton (Original Broadway Cast Recording),2015-09-25,Alexander Hamilton,1,"Leslie Odom Jr., Daveed Diggs, Okieriete Onaodowan, Lin-Manuel Miranda, Phillipa Soo, Christopher Jackson, Original Broadway Cast of Hamilton, Anthony Ramos",236737,68
Hamilton (Original Broadway Cast Recording),2015-09-25,"Aaron Burr, Sir",2,"Lin-Manuel Miranda, Leslie Odom Jr., Daveed Diggs, Okieriete Onaodowan, Anthony Ramos",156630,67
Hamilton (Original Broadway Cast Recording),2015-09-25,My Shot,3,"Lin-Manuel Miranda, Daveed Diggs, Okieriete Onaodowan, Leslie Odom Jr., Original Broadway Cast of Hamilton, Anthony Ramos",333154,67
Hamilton (Original Broadway Cast Recording),2015-09-25,The Story of Tonight,4,"Lin-Manuel Miranda, Okieriete Onaodowan, Daveed Diggs, Original Broadway Cast of Hamilton, Anthony Ramos",91980,63
Hamilton (Original Broadway Cast Recording),2015-09-25,The Schuyler Sisters,5,"Renée Elise Goldsberry, Phillipa Soo, Jasmine Cephas-Jones, Leslie Odom Jr., Original Broadway Cast of Hamilton",186542,67
Hamilton (Original Broadway Cast Recording),2015-09-25,Farmer Refuted,6,"Thayne Jasperson, Lin-Manuel Miranda, Original Broadway Cast of Hamilton",112742,62
Hamilton (Original Broadway Cast Recording),2015-09-25,You'll Be Back,7,"Jonathan Groff, Original Broadway Cast of Hamilton",208321,67
Hamilton (Original Broadway Cast Recording),2015-09-25,Right Hand Man,8,"Lin-Manuel Miranda, Leslie Odom Jr., Original Broadway Cast of Hamilton",321696,63
Hamilton (Original Broadway Cast Recording),2015-09-25,A Winter's Ball,9,"Leslie Odom Jr., Lin-Manuel Miranda, Original Broadway Cast of Hamilton",69900,64
Hamilton (Original Broadway Cast Recording),2015-09-25,Helpless,10,"Phillipa Soo, Original Broadway Cast of Hamilton",249770,66
Hamilton (Original Broadway Cast Recording),2015-09-25,Satisfied,11,"Renée Elise Goldsberry, Original Broadway Cast of Hamilton",329228,68
Hamilton (Original Broadway Cast Recording),2015-09-25,The Story of Tonight - Reprise,12,"Okieriete Onaodowan, Daveed Diggs, Lin-Manuel Miranda, Leslie Odom Jr., Anthony Ramos",115879,61
Hamilton (Original Broadway Cast Recording),2015-09-25,Wait for It,13,"Leslie Odom Jr., Original Broadway Cast of Hamilton",193749,68
Hamilton (Original Broadway Cast Recording),2015-09-25,Stay Alive,14,Original Broadway Cast of Hamilton,159102,61
Hamilton (Original Broadway Cast Recording),2015-09-25,Ten Duel Commandments,15,"Lin-Manuel Miranda, Jon Rua, Leslie Odom Jr., Original Broadway Cast of Hamilton, Anthony Ramos",106646,62
Hamilton (Original Broadway Cast Recording),2015-09-25,Meet Me Inside,16,"Lin-Manuel Miranda, Leslie Odom Jr., Christopher Jackson, Original Broadway Cast of Hamilton, Anthony Ramos",83632,60
Hamilton (Original Broadway Cast Recording),2015-09-25,That Would Be Enough,17,"Phillipa Soo, Lin-Manuel Miranda",178445,61
Hamilton (Original Broadway Cast Recording),2015-09-25,Guns and Ships,18,"Leslie Odom Jr., Daveed Diggs, Christopher Jackson, Original Broadway Cast of Hamilton",127578,66
Hamilton (Original Broadway Cast Recording),2015-09-25,History Has Its Eyes on You,19,"Christopher Jackson, Lin-Manuel Miranda, Original Broadway Cast of Hamilton",97050,62
Hamilton (Original Broadway Cast Recording),2015-09-25,Yorktown (The World Turned Upside Down),20,Original Broadway Cast of Hamilton,242587,62
Hamilton (Original Broadway Cast Recording),2015-09-25,What Comes Next?,21,Jonathan Groff,99343,62
Hamilton (Original Broadway Cast Recording),2015-09-25,Dear Theodosia,22,"Leslie Odom Jr., Lin-Manuel Miranda",184004,64
Hamilton (Original Broadway Cast Recording),2015-09-25,Non-Stop,23,"Leslie Odom Jr., Lin-Manuel Miranda, Renée Elise Goldsberry, Phillipa Soo, Christopher Jackson, Original Broadway Cast of Hamilton",385438,67
Hamilton (Original Broadway Cast Recording),2015-09-25,What'd I Miss,1,"Daveed Diggs, Leslie Odom Jr., Okieriete Onaodowan, Original Broadway Cast of Hamilton",236701,62
Hamilton (Original Broadway Cast Recording),2015-09-25,Cabinet Battle #1,2,"Christopher Jackson, Daveed Diggs, Lin-Manuel Miranda, Okieriete Onaodowan",215226,60
Hamilton (Original Broadway Cast Recording),2015-09-25,Take a Break,3,"Phillipa Soo, Lin-Manuel Miranda, Renée Elise Goldsberry, Anthony Ramos",286485,61
Hamilton (Original Broadway Cast Recording),2015-09-25,Say No to This,4,"Jasmine Cephas-Jones, Leslie Odom Jr., Lin-Manuel Miranda, Sydney James Harcourt, Original Broadway Cast of Hamilton",242017,63
Hamilton (Original Broadway Cast Recording),2015-09-25,The Room Where It Happens,5,"Leslie Odom Jr., Lin-Manuel Miranda, Daveed Diggs, Okieriete Onaodowan, Original Broadway Cast of Hamilton",318214,65
Hamilton (Original Broadway Cast Recording),2015-09-25,Schuyler Defeated,6,"Phillipa Soo, Lin-Manuel Miranda, Leslie Odom Jr., Anthony Ramos",63558,58
Hamilton (Original Broadway Cast Recording),2015-09-25,Cabinet Battle #2,7,"Christopher Jackson, Daveed Diggs, Lin-Manuel Miranda, Okieriete Onaodowan",142639,59
Hamilton (Original Broadway Cast Recording),2015-09-25,Washington on Your Side,8,"Leslie Odom Jr., Daveed Diggs, Okieriete Onaodowan, Original Broadway Cast of Hamilton",181477,60
Hamilton (Original Broadway Cast Recording),2015-09-25,One Last Time,9,"Christopher Jackson, Lin-Manuel Miranda, Original Broadway Cast of Hamilton",296387,60
Hamilton (Original Broadway Cast Recording),2015-09-25,I Know Him,10,Jonathan Groff,97979,59
Hamilton (Original Broadway Cast Recording),2015-09-25,The Adams Administration,11,Original Broadway Cast of Hamilton,54840,57
Hamilton (Original Broadway Cast Recording),2015-09-25,We Know,12,"Lin-Manuel Miranda, Daveed Diggs, Leslie Odom Jr., Okieriete Onaodowan",142044,60
Hamilton (Original Broadway Cast Recording),2015-09-25,Hurricane,13,"Lin-Manuel Miranda, Original Broadway Cast of Hamilton",143551,58
Hamilton (Original Broadway Cast Recording),2015-09-25,The Reynolds Pamphlet,14,Original Broadway Cast of Hamilton,128470,60
Hamilton (Original Broadway Cast Recording),2015-09-25,Burn,15,Phillipa Soo,225240,66
Hamilton (Original Broadway Cast Recording),2015-09-25,Blow Us All Away,16,"Ariana DeBose, Sasha Hutchings, Ephraim Sykes, Lin-Manuel Miranda, Original Broadway Cast of Hamilton, Anthony Ramos",173594,56
Hamilton (Original Broadway Cast Recording),2015-09-25,Stay Alive - Reprise,17,"Lin-Manuel Miranda, Phillipa Soo, Original Broadway Cast of Hamilton, Anthony Ramos",111553,56
Hamilton (Original Broadway Cast Recording),2015-09-25,It's Quiet Uptown,18,"Renée Elise Goldsberry, Lin-Manuel Miranda, Phillipa Soo, Original Broadway Cast of Hamilton",270171,59
Hamilton (Original Broadway Cast Recording),2015-09-25,The Election of 1800,19,"Daveed Diggs, Okieriete Onaodowan, Leslie Odom Jr., Lin-Manuel Miranda, Original Broadway Cast of Hamilton",237982,58
Hamilton (Original Broadway Cast Recording),2015-09-25,Your Obedient Servant,20,"Leslie Odom Jr., Lin-Manuel Miranda, Original Broadway Cast of Hamilton",150063,61
Hamilton (Original Broadway Cast Recording),2015-09-25,Best of Wives and Best of Women,21,"Phillipa Soo, Lin-Manuel Miranda",47943,56
Hamilton (Original Broadway Cast Recording),2015-09-25,The World Was Wide Enough,22,"Leslie Odom Jr., Lin-Manuel Miranda, Original Broadway Cast of Hamilton",302191,59
Hamilton (Original Broadway Cast Recording),2015-09-25,"Who Lives, Who Dies, Who Tells Your Story",23,Original Broadway Cast of Hamilton,217229,62
The Best Of Rent,1999-01-01,Rent,1,"Anthony Rapp, Adam Pascal, Daphne Rubin-Vega, Jesse L. Martin, Wilson Jermaine Heredia, Idina Menzel, Fredi Walker, Taye Diggs",265426,33
The Best Of Rent,1999-01-01,One Song Glory,2,Adam Pascal,161573,34
The Best Of Rent,1999-01-01,Light My Candle,3,"Daphne Rubin-Vega, Adam Pascal",245333,32
The Best Of Rent,1999-01-01,Today 4 U - Best Of Version,4,"Original Broadway Cast ""Rent""",139893,28
The Best Of Rent,1999-01-01,Tango: Maureen - Best Of Version,5,"Original Broadway Cast ""Rent""",189600,29
The Best Of Rent,1999-01-01,Life Support,6,"Wilson Jermaine Heredia, Jesse L. Martin, Anthony Rapp, Adam Pascal, Gilles Chiasson, Timothy Britten Parker, Rodney Hicks",118573,29
The Best Of Rent,1999-01-01,Out Tonight,7,Daphne Rubin-Vega,228733,32
The Best Of Rent,1999-01-01,Another Day,8,"Daphne Rubin-Vega, Adam Pascal",284293,30
The Best Of Rent,1999-01-01,Will I?,9,"Gilles Chiasson, Wilson Jermaine Heredia, Jesse L. Martin, Anthony Rapp, Adam Pascal",149906,30
The Best Of Rent,1999-01-01,Santa Fe,10,"Wilson Jermaine Heredia, Jesse L. Martin, Adam Pascal",192866,29
The Best Of Rent,1999-01-01,I'll Cover You,11,"Wilson Jermaine Heredia, Jesse L. Martin",148600,32
The Best Of Rent,1999-01-01,La Vie Boheme - Best Of Version,12,"Original Broadway Cast ""Rent""",265226,32
The Best Of Rent,1999-01-01,I Should Tell You,13,"Adam Pascal, Daphne Rubin-Vega",181173,27
The Best Of Rent,1999-01-01,La Vie Boheme B,14,"Anthony Rapp, Adam Pascal, Daphne Rubin-Vega, Jesse L. Martin, Wilson Jermaine Heredia, Idina Menzel, Fredi Walker",113226,27
The Best Of Rent,1999-01-01,Seasons Of Love - Original Cast Recording/1996,15,"Anthony Rapp, Adam Pascal, Daphne Rubin-Vega, Jesse L. Martin, Wilson Jermaine Heredia, Idina Menzel, Fredi Walker, Taye Diggs, Gwen Stewart, Byron Utley",171866,36
The Best Of Rent,1999-01-01,Take Me Or Leave Me,16,"Idina Menzel, Fredi Walker",223306,33
The Best Of Rent,1999-01-01,Without You,17,"Daphne Rubin-Vega, Adam Pascal",261200,28
The Best Of Rent,1999-01-01,I'll Cover You (Reprise),18,"Jesse L. Martin, Fredi Walker, Anthony Rapp, Adam Pascal, Idina Menzel, Daphne Rubin-Vega, Taye Diggs",171293,29
The Best Of Rent,1999-01-01,What You Own,19,"Anthony Rapp, Adam Pascal",235933,30
The Best Of Rent,1999-01-01,Finale B,20,Various Artists,151640,25
The Best Of Rent,1999-01-01,Seasons Of Love - Arif Mardin's Remix,21,"Original Broadway Cast ""Rent"", Arif Mardin",246160,16
& Juliet (Original Broadway Cast Recording),2022-10-28,Larger Than Life,1,"Stark Sands, Original Broadway Cast of & Juliet",130157,41
& Juliet (Original Broadway Cast Recording),2022-10-28,I Want It That Way,2,"Betsy Wolfe, Stark Sands, Original Broadway Cast of & Juliet",103925,40
& Juliet (Original Broadway Cast Recording),2022-10-28,…Baby One More Time,3,"Lorna Courtney, Original Broadway Cast of & Juliet",192750,41
& Juliet (Original Broadway Cast Recording),2022-10-28,Show Me the Meaning of Being Lonely,4,"Rachel Webb, Tiernan Tunnicliffe, Katy Geraghty, Betsy Wolfe, Stark Sands, Nicholas Edwards, Veronica Otim, Lorna Courtney, Original Broadway Cast of & Juliet",123243,38
& Juliet (Original Broadway Cast Recording),2022-10-28,Domino,5,"Betsy Wolfe, Lorna Courtney, Justin David Sullivan, Melanie La Barrie, Original Broadway Cast of & Juliet",153524,40
& Juliet (Original Broadway Cast Recording),2022-10-28,Show Me Love,6,"Lorna Courtney, Betsy Wolfe, Justin David Sullivan, Melanie La Barrie, Original Broadway Cast of & Juliet",171353,38
& Juliet (Original Broadway Cast Recording),2022-10-28,Blow,7,"Betsy Wolfe, Lorna Courtney, Melanie La Barrie, Justin David Sullivan, Nicholas Edwards, Original Broadway Cast of & Juliet",180145,38
& Juliet (Original Broadway Cast Recording),2022-10-28,"I’m Not a Girl, Not Yet a Woman",8,"Justin David Sullivan, Lorna Courtney",204787,38
& Juliet (Original Broadway Cast Recording),2022-10-28,Overprotected,9,"Philippe Arroyo, Lorna Courtney",73332,36
& Juliet (Original Broadway Cast Recording),2022-10-28,Confident,10,"Lorna Courtney, Philippe Arroyo, Melanie La Barrie, Original Broadway Cast of & Juliet",195646,38
& Juliet (Original Broadway Cast Recording),2022-10-28,Teenage Dream / Break Free,11,"Melanie La Barrie, Paulo Szot",189366,37
& Juliet (Original Broadway Cast Recording),2022-10-28,Oops!...I Did it Again,12,"Lorna Courtney, Melanie La Barrie",112959,38
& Juliet (Original Broadway Cast Recording),2022-10-28,I Kissed A Girl,13,"Justin David Sullivan, Philippe Arroyo, Original Broadway Cast of & Juliet",171357,37
& Juliet (Original Broadway Cast Recording),2022-10-28,It’s My Life,14,"Ben Jackson Walker, Stark Sands, Lorna Courtney, Betsy Wolfe, Philippe Arroyo, Original Broadway Cast of & Juliet",239746,39
& Juliet (Original Broadway Cast Recording),2022-10-28,Love Me Like You Do,15,Ben Jackson Walker,67747,36
& Juliet (Original Broadway Cast Recording),2022-10-28,Since U Been Gone,16,"Lorna Courtney, Original Broadway Cast of & Juliet",158111,37
& Juliet (Original Broadway Cast Recording),2022-10-28,Whataya Want from Me,17,"Philippe Arroyo, Justin David Sullivan",143308,36
& Juliet (Original Broadway Cast Recording),2022-10-28,One More Try,18,"Lorna Courtney, Ben Jackson Walker, Original Broadway Cast of & Juliet",195182,36
& Juliet (Original Broadway Cast Recording),2022-10-28,Problem / Can’t Feel My Face,19,"Lorna Courtney, Ben Jackson Walker, Original Broadway Cast of & Juliet",195544,37
& Juliet (Original Broadway Cast Recording),2022-10-28,That’s the Way It Is,20,"Betsy Wolfe, Lorna Courtney",209394,41
& Juliet (Original Broadway Cast Recording),2022-10-28,Everybody,21,"Philippe Arroyo, Stark Sands, Paulo Szot, Justin David Sullivan, Ben Jackson Walker, Original Broadway Cast of & Juliet",143978,36
& Juliet (Original Broadway Cast Recording),2022-10-28,As Long as You Love Me,22,Philippe Arroyo,81523,34
& Juliet (Original Broadway Cast Recording),2022-10-28,It’s Gonna Be Me,23,"Philippe Arroyo, Justin David Sullivan",41542,34
& Juliet (Original Broadway Cast Recording),2022-10-28,Stronger,24,Lorna Courtney,109876,34
& Juliet (Original Broadway Cast Recording),2022-10-28,Shape of My Heart,25,"Paulo Szot, Philippe Arroyo, Justin David Sullivan",137445,33
& Juliet (Original Broadway Cast Recording),2022-10-28,Fuckin’ Perfect,26,"Melanie La Barrie, Original Broadway Cast of & Juliet",82021,34
& Juliet (Original Broadway Cast Recording),2022-10-28,Roar,27,"Lorna Courtney, Original Broadway Cast of & Juliet",216436,36
& Juliet (Original Broadway Cast Recording),2022-10-28,I Want It That Way (Reprise),28,"Stark Sands, Betsy Wolfe, Lorna Courtney, Ben Jackson Walker, Original Broadway Cast of & Juliet",160221,34
& Juliet (Original Broadway Cast Recording),2022-10-28,CAN’T STOP THE FEELING!,29,"Stark Sands, Betsy Wolfe, Original Broadway Cast of & Juliet",113815,33
& Juliet (Original Broadway Cast Recording),2022-10-28,Since U Been Gone - Juliet’s Version,30,"Kelly Clarkson, Lorna Courtney",169670,33
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,Roaring On,1,Original Broadway Cast of The Great Gatsby - A New Musical,317000,47
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,Absolute Rose,2,"Eva Noblezada, Samantha Pauly, John Zdrojeski, Noah J. Ricketts, Original Broadway Cast of The Great Gatsby - A New Musical",147400,43
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,New Money,3,"Samantha Pauly, Noah J. Ricketts, Eric Anderson, Original Broadway Cast of The Great Gatsby - A New Musical",315800,52
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,For Her,4,"Jeremy Jordan, Original Broadway Cast of The Great Gatsby - A New Musical",236466,47
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,Valley of Ashes,5,"Paul Whitty, Original Broadway Cast of The Great Gatsby - A New Musical",132173,39
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,Second-Hand Suit,6,"Sara Chase, John Zdrojeski, Original Broadway Cast of The Great Gatsby - A New Musical",172933,41
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,For Better or Worse,7,"Eva Noblezada, Original Broadway Cast of The Great Gatsby - A New Musical",263333,43
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,The Met,8,"Noah J. Ricketts, Original Broadway Cast of The Great Gatsby - A New Musical",269986,42
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,Only Tea,9,"Jeremy Jordan, Noah J. Ricketts, Eric Anderson, Original Broadway Cast of The Great Gatsby - A New Musical",236613,46
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,My Green Light,10,"Jeremy Jordan, Eva Noblezada, Original Broadway Cast of The Great Gatsby - A New Musical",292813,46
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,Shady,11,"Eric Anderson, Original Broadway Cast of The Great Gatsby - A New Musical",253200,39
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,Better Hold Tight,12,"Noah J. Ricketts, Samantha Pauly, Original Broadway Cast of The Great Gatsby - A New Musical",150093,39
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,Past is Catching Up to Me,13,"Jeremy Jordan, Original Broadway Cast of The Great Gatsby - A New Musical",255160,43
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,La Dee Dah With You,14,"Dariana Mullen, Original Broadway Cast of The Great Gatsby - A New Musical",235120,40
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,Go,15,"Eva Noblezada, Jeremy Jordan, Original Broadway Cast of The Great Gatsby - A New Musical",171160,41
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,Made to Last,16,"John Zdrojeski, Jeremy Jordan, Eva Noblezada, Samantha Pauly, Noah J. Ricketts, Original Broadway Cast of The Great Gatsby - A New Musical",182146,40
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,For Better or Worse (Reprise),17,"Samantha Pauly, Original Broadway Cast of The Great Gatsby - A New Musical",46933,36
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,One-Way Road,18,"Sara Chase, Original Broadway Cast of The Great Gatsby - A New Musical",196853,39
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,God Sees Everything,19,"Paul Whitty, Original Broadway Cast of The Great Gatsby - A New Musical",62906,34
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,For Her (Reprise),20,"Jeremy Jordan, Noah J. Ricketts, Paul Whitty, Original Broadway Cast of The Great Gatsby - A New Musical",128893,39
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,New Money (Reprise),21,Original Broadway Cast of The Great Gatsby - A New Musical,70893,38
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,Beautiful Little Fool,22,"Eva Noblezada, Original Broadway Cast of The Great Gatsby - A New Musical",171786,41
The Great Gatsby - A New Musical (Original Broadway Cast Recording),2024-06-28,Finale: Roaring On,23,"Noah J. Ricketts, Original Broadway Cast of The Great Gatsby - A New Musical",169186,38
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,Prologue: How 'Bout a Dance?,1,"Bonnie, Clyde Original Broadway Cast Orchestra",27906,3
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,Picture Show,2,"Kelsey Fowler, Talon Ackerman, Laura Osnes, Jeremy Jordan",275400,35
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,This World Will Remember Me,3,"Jeremy Jordan, Laura Osnes",130240,38
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,You're Going Back to Jail,4,"Melissa Van Der Schyff, Claybourne Elder, Marissa McGowan, Alison Cimmet, Garret Long",210586,31
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,How 'Bout a Dance?,5,Laura Osnes,174666,35
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,When I Drive,6,"Jeremy Jordan, Claybourne Elder",134600,36
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,God's Arms Are Always Open,7,"Michael Lanning, Melissa Van Der Schyff",295773,26
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,You Can Do Better Than Him,8,"Louis Hobson, Jeremy Jordan",191120,29
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,You Love Who You Love,9,"Laura Osnes, Melissa Van Der Schyff",184560,31
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,Raise a Little Hell,10,Jeremy Jordan,188880,38
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,This World Will Remember Us,11,"Jeremy Jordan, Laura Osnes",214733,39
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,Made in America,12,Michael Lanning,185093,30
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,Too Late to Turn Back Now,13,"Laura Osnes, Jeremy Jordan",164960,34
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,That's What You Call a Dream,14,Melissa Van Der Schyff,157800,27
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,What Was Good Enough for You,15,"Jeremy Jordan, Laura Osnes",234613,30
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,Bonnie,16,Jeremy Jordan,151000,31
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,Raise a Little Hell (Reprise),17,"Jeremy Jordan, Claybourne Elder, Louis Hobson",145533,30
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,Dyin' Ain't so Bad,18,Laura Osnes,210520,33
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,Dyin' Ain't so Bad (Reprise),19,"Laura Osnes, Jeremy Jordan",112240,25
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,How 'Bout a Dance (Reprise),20,Laura Osnes,99666,23
Bonnie & Clyde (Original Broadway Cast Recording),2012-04-19,This Never Happened Before - Bonus Track,21,"Jeremy Jordan, Laura Osnes",166626,26
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Prelude,1,"Fred Lassen, Sweeney Todd 2023 Broadway Orchestra, Stephen Sondheim",48830,32
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,The Ballad of Sweeney Todd,2,"Josh Groban, Paul-Jordan Jansen, Daniel Torres, Jordan Fisher, Maria Bilbao, Nicholas Christopher, Gaten Matarazzo, John Rapson, Jamie Jackson, Ruthie Ann Miles, Sweeney Todd 2023 Broadway Company, Stephen Sondheim",177789,42
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,No Place Like London,3,"Josh Groban, Jordan Fisher, Ruthie Ann Miles, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",213171,35
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,The Barber and His Wife,4,"Josh Groban, Jordan Fisher, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",167792,34
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,The Worst Pies in London,5,"Annaleigh Ashford, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",153686,39
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Poor Thing,6,"Annaleigh Ashford, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",216068,36
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,My Friends,7,"Josh Groban, Annaleigh Ashford, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",231052,36
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Green Finch and Linnet Bird,8,"Maria Bilbao, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",167455,36
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,"Ah, Miss",9,"Jordan Fisher, Maria Bilbao, Ruthie Ann Miles, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",122379,34
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Johanna,10,"Jordan Fisher, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",125342,39
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Pirelli's Miracle Elixir,11,"Gaten Matarazzo, Josh Groban, Annaleigh Ashford, Sweeney Todd 2023 Broadway Company, Stephen Sondheim",242001,36
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,The Contest,12,"Nicholas Christopher, John Rapson, Josh Groban, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",116643,32
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Wait,13,"Annaleigh Ashford, Josh Groban, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",139106,33
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Kiss Me (Pt. 1),14,"Maria Bilbao, Jordan Fisher, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",89592,36
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Ladies in Their Sensitivities,15,"John Rapson, Jamie Jackson, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",135267,32
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Kiss Me (Pt. 2),16,"Maria Bilbao, Jordan Fisher, John Rapson, Jamie Jackson, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",104518,35
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Pretty Women (Pt. 1),17,"Jamie Jackson, Josh Groban, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",90977,33
Sweeney Todd: The Demon Barber of Fleet Street (2023 Broadway Cast Recording),2023-09-08,Pretty Women (Pt. 2),18,"Josh Groban, Jamie Jackson, Jordan Fisher, Stephen Sondheim, Sweeney Todd 2023 Broadway Company",178361,33
